Shipment_ID,Tracking_Code,Carrier_Name,Origin_Facility,Destination_Facility,Cargo_Type,Cargo_Value_USD,Route_Distance_KM,Route_Type,Ambient_Avg_Temp_C,Ambient_Peak_Temp_C,Reefer_Set_Point_C,Reefer_Internal_Temp_C,Reefer_Max_Internal_Temp_C,Compressor_Age_Years,Compressor_Run_Hours,Compressor_Vibration_RMS,Door_Open_Events,Door_Open_Total_Mins,Insulation_Seal_Score,Thermal_Excursion_Minutes,Mean_Kinetic_Temp_C,Quality_Degradation_Score,Spoilage_Flag,Predicted_Spoilage_Risk,Risk_Category,Prescriptive_Action
SHP-2039,AB-REEFER-9039,ColdFleet Express,Maharashtra Distribution Center,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,46045.74,1161,Cross-Country,29.29,33.75,3.5,4.23,7.5,7.9,24.64,0.382,2,9,83.1,0,5.47,8.57,0,0.0012,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2040,AB-REEFER-9040,ArcticLogistics Global,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,118164.17,284,Short Haul,37.2,41.15,4.0,5.14,10.5,2.2,5.77,0.359,5,60,73.7,46,7.18,12.23,0,0.0026,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2041,AB-REEFER-9041,PolarTrans Logistics,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,28374.61,570,Mid Haul,37.07,40.79,3.5,5.14,13.82,8.0,12.61,0.446,8,95,91.9,148,8.44,51.57,1,0.928,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-2042,AB-REEFER-9042,ThermoHaul Freight,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,34994.7,776,Long Haul,40.48,46.76,3.5,5.13,9.43,1.1,15.04,0.426,3,37,78.1,137,6.76,49.29,0,0.2031,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2043,AB-REEFER-9043,PolarTrans Logistics,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,33727.11,653,Long Haul,38.07,42.19,3.5,4.29,6.81,1.5,15.44,0.492,2,13,92.8,0,5.25,10.04,0,0.0015,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2044,AB-REEFER-9044,ThermoHaul Freight,Haryana Bottling Facility,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,33440.14,385,Mid Haul,33.46,37.45,3.5,4.61,7.78,3.5,8.17,0.438,1,7,91.4,5,5.81,4.21,0,0.0015,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2045,AB-REEFER-9045,ThermoHaul Freight,Maharashtra Distribution Center,Kolkata Eastern Terminal,Fresh Dairy & Perishables,14096.39,129,Short Haul,41.18,44.62,2.5,4.95,8.55,3.8,1.78,0.892,1,4,64.0,93,6.32,50.57,1,0.9481,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-2046,AB-REEFER-9046,ColdFleet Express,Gujarat BioPharma Park,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,46152.67,473,Mid Haul,40.03,46.02,3.5,5.1,12.62,1.3,6.44,0.684,12,89,66.1,189,7.96,56.89,1,0.9801,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-2047,AB-REEFER-9047,PolarTrans Logistics,Haryana Bottling Facility,Goa Coastal Transit Hub,Frozen Foods & Confectionery,40530.03,521,Mid Haul,38.88,46.06,-20.0,-18.79,-15.1,8.5,9.43,0.611,3,27,94.6,0,-17.39,4.61,0,0.0021,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2048,AB-REEFER-9048,PolarTrans Logistics,Haryana Bottling Facility,Delhi NCR Mega Fulfillment,Frozen Foods & Confectionery,19935.71,394,Mid Haul,28.6,34.44,-20.0,-18.86,-14.63,6.5,6.3,0.536,2,14,79.4,0,-17.25,11.96,0,0.0015,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2049,AB-REEFER-9049,ArcticLogistics Global,Haryana Bottling Facility,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,32301.13,560,Mid Haul,31.1,38.25,3.5,5.55,14.32,6.4,12.92,0.425,16,115,98.2,122,8.88,42.33,0,0.0765,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2050,AB-REEFER-9050,ArcticLogistics Global,Gujarat BioPharma Park,Kolkata Eastern Terminal,Fresh Dairy & Perishables,27404.62,553,Mid Haul,36.68,41.72,2.5,3.63,7.57,6.1,9.42,0.32,1,11,71.1,80,5.13,45.18,0,0.0459,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2051,AB-REEFER-9051,ColdFleet Express,AB InBev Brewery - Bengaluru Hub,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,198045.25,410,Mid Haul,41.39,47.08,4.0,5.42,10.17,4.0,8.27,0.635,3,36,94.3,74,7.22,47.21,0,0.0089,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2052,AB-REEFER-9052,ThermoHaul Freight,AB InBev Brewery - Bengaluru Hub,Kolkata Eastern Terminal,Fresh Dairy & Perishables,29243.94,843,Long Haul,37.21,43.28,2.5,4.91,8.14,0.8,19.02,0.899,3,36,70.5,96,6.14,55.2,1,0.8838,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-2053,AB-REEFER-9053,ColdFleet Express,AB InBev Brewery - Bengaluru Hub,Delhi NCR Mega Fulfillment,Fresh Dairy & Perishables,30847.85,847,Long Haul,29.54,35.14,2.5,3.42,6.16,4.9,16.17,0.806,1,12,73.5,14,4.46,8.0,0,0.0055,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2054,AB-REEFER-9054,ArcticLogistics Global,Maharashtra Distribution Center,Hyderabad Metro Depot,Fresh Dairy & Perishables,20208.93,825,Long Haul,30.73,37.54,2.5,3.4,7.29,3.9,20.39,0.439,1,13,69.8,115,4.88,45.96,0,0.0568,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2055,AB-REEFER-9055,ColdFleet Express,Haryana Bottling Facility,Hyderabad Metro Depot,Pharma Biologics & Vaccines,210915.52,455,Mid Haul,34.3,38.58,4.0,6.06,11.05,5.7,9.95,0.64,8,48,80.8,74,7.96,44.43,0,0.0166,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2056,AB-REEFER-9056,ArcticLogistics Global,Maharashtra Distribution Center,Hyderabad Metro Depot,Frozen Foods & Confectionery,25828.99,468,Mid Haul,33.08,39.9,-20.0,-18.28,-14.36,3.3,7.73,0.374,5,43,86.0,0,-16.79,7.58,0,0.002,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2057,AB-REEFER-9057,ColdFleet Express,Gujarat BioPharma Park,Goa Coastal Transit Hub,Fresh Dairy & Perishables,19775.0,498,Mid Haul,32.26,34.91,2.5,4.37,8.28,7.8,12.88,0.742,3,33,93.2,138,5.86,40.89,0,0.0138,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2058,AB-REEFER-9058,PolarTrans Logistics,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,25692.89,731,Long Haul,33.93,39.78,3.5,5.44,11.18,1.7,14.13,0.885,5,62,98.8,92,7.62,49.75,0,0.1663,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2059,AB-REEFER-9059,PolarTrans Logistics,Haryana Bottling Facility,Kolkata Eastern Terminal,Fresh Dairy & Perishables,15922.98,555,Mid Haul,33.2,37.81,2.5,3.63,6.72,1.6,13.67,0.724,1,5,96.8,41,4.8,4.09,0,0.0025,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2060,AB-REEFER-9060,ArcticLogistics Global,AB InBev Brewery - Bengaluru Hub,Goa Coastal Transit Hub,Fresh Dairy & Perishables,13282.94,363,Mid Haul,30.4,33.0,2.5,4.12,7.16,8.0,7.94,0.425,1,7,71.1,58,5.28,9.45,0,0.0031,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2061,AB-REEFER-9061,ThermoHaul Freight,Gujarat BioPharma Park,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,48113.27,617,Mid Haul,27.84,35.33,3.5,5.44,8.01,7.5,11.5,0.89,2,9,66.6,12,6.42,16.15,0,0.0023,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2062,AB-REEFER-9062,PolarTrans Logistics,Gujarat BioPharma Park,Hyderabad Metro Depot,Pharma Biologics & Vaccines,192180.13,936,Long Haul,39.95,46.46,4.0,6.84,15.33,2.7,14.13,0.485,12,96,70.8,182,10.07,100.0,1,0.9914,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-2063,AB-REEFER-9063,ArcticLogistics Global,Gujarat BioPharma Park,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,22024.44,716,Long Haul,30.13,37.28,3.5,4.46,9.27,2.8,12.71,0.287,3,39,69.7,39,6.29,7.85,0,0.0026,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2064,AB-REEFER-9064,ThermoHaul Freight,Punjab Regional Cold Hub,Delhi NCR Mega Fulfillment,Frozen Foods & Confectionery,30661.55,896,Long Haul,29.83,32.95,-20.0,-18.95,-15.2,8.0,12.74,0.813,3,12,83.9,0,-17.52,10.98,0,0.0018,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2065,AB-REEFER-9065,ArcticLogistics Global,Haryana Bottling Facility,Goa Coastal Transit Hub,Fresh Dairy & Perishables,15417.87,749,Long Haul,34.75,37.9,2.5,4.53,14.9,3.7,17.23,0.674,12,134,96.7,205,8.47,100.0,1,0.9923,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-2066,AB-REEFER-9066,ThermoHaul Freight,Maharashtra Distribution Center,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,34183.57,829,Long Haul,28.28,33.08,3.5,5.2,12.42,8.2,19.6,0.937,8,101,75.9,96,7.94,53.53,1,0.9212,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-2067,AB-REEFER-9067,ThermoHaul Freight,Punjab Regional Cold Hub,Hyderabad Metro Depot,Frozen Foods & Confectionery,41215.12,404,Mid Haul,30.7,36.37,-20.0,-17.99,-13.45,1.1,7.72,0.183,3,23,67.8,86,-16.26,49.91,0,0.0378,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2068,AB-REEFER-9068,PolarTrans Logistics,Punjab Regional Cold Hub,Hyderabad Metro Depot,Fresh Dairy & Perishables,23772.83,639,Mid Haul,31.01,36.21,2.5,3.46,5.85,1.3,15.51,0.321,2,15,67.1,13,4.37,4.95,0,0.0029,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2069,AB-REEFER-9069,PolarTrans Logistics,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,39493.46,465,Mid Haul,31.46,38.25,3.5,5.09,11.15,8.4,10.55,0.686,12,71,69.2,79,7.39,38.45,0,0.0399,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2070,AB-REEFER-9070,ColdFleet Express,Haryana Bottling Facility,Delhi NCR Mega Fulfillment,Frozen Foods & Confectionery,23224.55,866,Long Haul,37.48,41.45,-20.0,-18.63,-14.24,1.4,13.65,0.266,3,13,82.4,0,-16.96,4.29,0,0.0018,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2071,AB-REEFER-9071,ArcticLogistics Global,Maharashtra Distribution Center,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,49473.2,468,Mid Haul,36.69,43.79,3.5,6.01,15.03,4.1,7.62,0.337,16,117,67.6,164,9.44,100.0,1,0.9943,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-2072,AB-REEFER-9072,ThermoHaul Freight,Gujarat BioPharma Park,Hyderabad Metro Depot,Frozen Foods & Confectionery,16980.74,258,Short Haul,27.63,31.14,-20.0,-19.3,-17.2,0.8,5.75,0.257,1,13,91.7,0,-18.5,5.65,0,0.0016,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2073,AB-REEFER-9073,ThermoHaul Freight,Gujarat BioPharma Park,Goa Coastal Transit Hub,Pharma Biologics & Vaccines,195013.42,671,Long Haul,36.97,42.91,4.0,5.32,13.45,6.8,19.35,0.234,12,106,79.6,113,8.41,100.0,1,0.9918,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-2074,AB-REEFER-9074,PolarTrans Logistics,AB InBev Brewery - Bengaluru Hub,Hyderabad Metro Depot,Fresh Dairy & Perishables,19097.1,773,Long Haul,41.42,46.21,2.5,5.58,13.06,3.1,13.73,0.707,12,73,71.7,142,8.42,100.0,1,0.9894,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-2075,AB-REEFER-9075,ColdFleet Express,Punjab Regional Cold Hub,Delhi NCR Mega Fulfillment,Frozen Foods & Confectionery,18020.54,208,Short Haul,37.55,42.82,-20.0,-18.28,-13.45,1.5,4.35,0.76,2,27,71.1,16,-16.44,15.6,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2076,AB-REEFER-9076,PolarTrans Logistics,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,29768.68,700,Long Haul,39.58,46.09,3.5,4.76,7.2,1.3,14.03,0.731,1,7,88.8,0,5.69,13.83,0,0.0016,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2077,AB-REEFER-9077,ThermoHaul Freight,Maharashtra Distribution Center,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,267537.26,1128,Cross-Country,40.07,45.87,4.0,7.1,16.08,2.3,23.27,0.429,16,133,80.6,248,10.51,100.0,1,0.9932,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-2078,AB-REEFER-9078,ColdFleet Express,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,279843.62,700,Long Haul,38.56,41.66,4.0,6.68,13.96,5.9,12.5,0.241,12,78,63.3,238,9.45,100.0,1,0.9944,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-2079,AB-REEFER-9079,PolarTrans Logistics,Punjab Regional Cold Hub,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,38931.27,913,Long Haul,38.73,42.0,3.5,4.61,6.76,4.8,19.07,0.861,1,12,94.0,5,5.43,7.84,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2080,AB-REEFER-9080,ArcticLogistics Global,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,43049.17,610,Mid Haul,38.54,45.73,3.5,4.35,6.46,8.5,12.0,0.197,1,10,94.0,0,5.15,4.35,0,0.0015,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2081,AB-REEFER-9081,ArcticLogistics Global,Haryana Bottling Facility,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,41765.15,1088,Cross-Country,26.65,29.22,3.5,4.86,7.17,2.1,23.03,0.825,2,14,73.6,0,5.74,9.24,0,0.0014,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2082,AB-REEFER-9082,ArcticLogistics Global,Punjab Regional Cold Hub,Delhi NCR Mega Fulfillment,Frozen Foods & Confectionery,36635.94,1194,Cross-Country,27.95,35.09,-20.0,-19.16,-14.4,2.2,28.98,0.747,3,26,88.5,0,-17.35,10.69,0,0.0015,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2083,AB-REEFER-9083,ColdFleet Express,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Frozen Foods & Confectionery,28027.42,1244,Cross-Country,37.73,45.11,-20.0,-17.05,-14.59,4.9,18.38,0.58,1,11,71.5,0,-16.12,12.7,0,0.0015,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2084,AB-REEFER-9084,ColdFleet Express,AB InBev Brewery - Bengaluru Hub,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,24116.41,414,Mid Haul,31.91,37.03,3.5,4.04,6.8,5.0,7.93,0.369,1,5,90.3,0,5.09,9.77,0,0.0013,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2085,AB-REEFER-9085,ColdFleet Express,Maharashtra Distribution Center,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,252367.81,688,Long Haul,28.35,32.64,4.0,4.96,8.89,4.9,13.62,0.689,1,6,86.2,125,6.45,44.68,0,0.02,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2086,AB-REEFER-9086,ColdFleet Express,Haryana Bottling Facility,Kolkata Eastern Terminal,Frozen Foods & Confectionery,24070.67,527,Mid Haul,30.19,33.91,-20.0,-18.61,-13.83,6.4,9.76,0.699,3,19,72.6,208,-16.79,47.25,0,0.1718,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2087,AB-REEFER-9087,ColdFleet Express,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,29642.66,1044,Cross-Country,27.36,31.3,3.5,3.38,6.96,4.0,24.08,0.378,1,7,93.8,0,4.74,3.3,0,0.0013,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2088,AB-REEFER-9088,ArcticLogistics Global,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Frozen Foods & Confectionery,29255.02,655,Long Haul,29.45,34.91,-20.0,-18.47,-16.08,8.1,17.19,0.85,2,15,98.5,0,-17.56,4.36,0,0.0018,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2089,AB-REEFER-9089,ColdFleet Express,Gujarat BioPharma Park,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,42040.93,524,Mid Haul,34.12,41.14,3.5,6.39,12.17,1.0,7.93,0.482,5,53,69.1,131,8.59,54.04,1,0.9575,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-2090,AB-REEFER-9090,PolarTrans Logistics,Maharashtra Distribution Center,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,44792.75,746,Long Haul,28.28,31.65,3.5,4.74,8.94,0.6,14.68,0.565,2,23,73.7,93,6.34,47.18,0,0.0705,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2091,AB-REEFER-9091,PolarTrans Logistics,Maharashtra Distribution Center,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,48929.46,685,Long Haul,27.6,32.57,3.5,5.18,9.16,7.4,11.53,0.199,3,15,65.9,91,6.69,46.51,0,0.0265,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2092,AB-REEFER-9092,ArcticLogistics Global,Haryana Bottling Facility,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,45519.04,527,Mid Haul,29.03,31.71,3.5,3.87,8.63,6.1,14.08,0.773,2,20,84.3,18,5.68,9.12,0,0.0018,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2093,AB-REEFER-9093,ColdFleet Express,Gujarat BioPharma Park,Hyderabad Metro Depot,Fresh Dairy & Perishables,32246.36,664,Long Haul,38.82,45.14,2.5,2.68,5.59,6.8,10.79,0.333,2,20,85.8,49,3.79,14.24,0,0.0028,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2094,AB-REEFER-9094,ArcticLogistics Global,Haryana Bottling Facility,Hyderabad Metro Depot,Frozen Foods & Confectionery,33670.5,514,Mid Haul,26.72,29.64,-20.0,-18.54,-14.43,1.1,11.22,0.608,2,8,84.3,0,-16.98,3.84,0,0.0019,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2095,AB-REEFER-9095,ColdFleet Express,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Fresh Dairy & Perishables,22216.8,933,Long Haul,26.64,33.61,2.5,3.97,7.9,2.8,25.78,0.447,2,18,67.1,137,5.46,44.17,0,0.0842,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2096,AB-REEFER-9096,ThermoHaul Freight,AB InBev Brewery - Bengaluru Hub,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,41628.62,457,Mid Haul,30.64,36.17,3.5,5.41,10.92,4.5,9.3,0.311,3,32,64.1,55,7.5,26.92,0,0.0031,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2097,AB-REEFER-9097,ThermoHaul Freight,Maharashtra Distribution Center,Delhi NCR Mega Fulfillment,Pharma Biologics & Vaccines,276107.14,892,Long Haul,27.42,34.03,4.0,3.47,5.79,3.5,20.62,0.235,1,11,81.3,0,4.35,3.45,0,0.0015,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2098,AB-REEFER-9098,ArcticLogistics Global,AB InBev Brewery - Bengaluru Hub,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,30799.66,641,Mid Haul,34.4,40.27,3.5,5.51,8.24,5.9,17.05,0.897,2,18,66.6,108,6.55,49.75,0,0.0526,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2099,AB-REEFER-9099,ColdFleet Express,Haryana Bottling Facility,Kolkata Eastern Terminal,Pharma Biologics & Vaccines,219061.04,784,Long Haul,27.75,31.21,4.0,5.12,7.9,5.5,17.62,0.276,3,27,69.1,0,6.18,3.92,0,0.0016,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2100,AB-REEFER-9100,ArcticLogistics Global,AB InBev Brewery - Bengaluru Hub,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,23018.19,468,Mid Haul,37.34,44.12,3.5,5.46,18.45,1.6,8.4,0.262,16,172,86.0,196,10.4,100.0,1,0.9925,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-2101,AB-REEFER-9101,ThermoHaul Freight,Gujarat BioPharma Park,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,22881.17,464,Mid Haul,32.57,35.21,3.5,4.99,13.97,0.5,7.52,0.617,12,135,73.0,162,8.4,53.25,1,0.9788,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-2102,AB-REEFER-9102,ThermoHaul Freight,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,193263.62,558,Mid Haul,39.72,46.39,4.0,6.84,9.35,5.6,11.0,0.9,2,12,74.9,75,7.79,52.58,1,0.8623,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-2103,AB-REEFER-9103,ThermoHaul Freight,Maharashtra Distribution Center,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,23297.95,277,Short Haul,37.13,44.35,3.5,4.9,9.12,6.7,4.84,0.415,5,53,87.1,111,6.5,50.51,1,0.8305,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-2104,AB-REEFER-9104,PolarTrans Logistics,Haryana Bottling Facility,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,46912.46,504,Mid Haul,31.31,37.78,3.5,5.32,15.37,1.1,9.9,0.558,12,136,87.4,144,9.14,100.0,1,0.9868,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-2105,AB-REEFER-9105,ColdFleet Express,AB InBev Brewery - Bengaluru Hub,Kolkata Eastern Terminal,Frozen Foods & Confectionery,25568.98,1090,Cross-Country,40.67,45.29,-20.0,-18.71,-15.17,7.3,19.67,0.526,2,13,77.7,0,-17.36,6.78,0,0.0016,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-2106,AB-REEFER-9106,ColdFleet Express,Haryana Bottling Facility,Hyderabad Metro Depot,Fresh Dairy & Perishables,15610.42,609,Mid Haul,32.28,38.41,2.5,4.96,16.08,2.2,13.19,0.81,12,156,85.1,195,9.19,94.67,1,0.9959,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-2107,AB-REEFER-9107,ColdFleet Express,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,50104.88,345,Mid Haul,35.24,38.2,3.5,4.38,6.96,2.3,5.06,0.739,1,5,95.7,0,5.36,7.99,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
